Año Reporte ANID,Año publicación,L1,L2,L3,L4,Inter Línea,WoS,Indexación,DOI/ISBN /Link,Autor/a 1 COES,Autor/a 2 COES,Autor/a 3 COES,Autor/a 4 COES,Otros/as Auores/as ,Título,Journal/Editorial,Vol,Issue,Pags,Idioma,APA,Artículo,Libro,Capítulo libro,Documento de Trabajo,Otro,Redes Nac.,Redes Internac.,ECI,ELSOC,Género,Elites,Constituyente,Migraciones,Publicación relacionada a mini coes,Impacto 2012 (un año),Impacto 2013 ,Impacto 2014,Impacto 2015,Impacto 2016,Impacto 2017,Ranking 2013,Ranking 2015,Ranking 2016,Ranking 2017,Cuartil,Impacto 5 años (2013),Impacto 5 años (2015),Impacto 5 años (2016),Impacto 5 años (2017),Cuartil 2013,Cuartil 2015,Cuartil 2016,Cuartil 2017,Factor de impacto ,Cuartil journal (best JIF),Citas Google Scholar (al 9/08/ 2021),Top 10% (en alguno de los ranking),Año Reporte ANID,Subido a la Web,"Sociabilidad (redes sociales, capital social, sociabilidad urbana, vínculo social, etc.
Confianza interpersonales)"
2014,2014,1,0,0,0,0,0,BOOK(CH),http://www.catalonia.cl/el-balance-politica-politicas-de-la-concertacion-19902010-p-3416.html,Claudia Sanhueza,Kirsten Sehnbruch,,,S. Borzutzky,Un mercado laboral precario,"Catalonia, Santiago, Chile",,,,Español,"Sehnbruch, K.; Sanhueza, C. (2014). Un Mercado Laboral Precario. In: Sehnbruch, K; Siavelis, P. (eds.) El Balance: 20 años de Concertación. Santiago, Chile: Catalonia. ",0,0,1,0,0,0,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2014,,0
2014,2015,1,0,0,0,0,1,WoS,http://dx.doi.org/10.1016/j.ijedudev.2014.06.010,Dante Contreras,,,,S. González,"Determinants of early child development in Chile: health, cognitive and demographic factors",International Journal of Educational Development,40,,217-230,Inglés,"Contreras, D.; González, S. (2015). Determinants of early child development in Chile: health, cognitive and demographic factors. International Journal of Educational Development, 40, 217-230. http://dx.doi.org/10.1016/j.ijedudev.2014.06.010",1,0,0,0,0,0,0,,,0,0,0,0,,1,"0,841","1,064","1,067",,,89/219 Education & Educational Research,90/231 Education & Educational Research,,,2,"0,92","1,265",,,2,2,,,1.067,2,31,,2014,,0
2014,2015,0,1,0,0,0,1,WoS,http://doi.org/10.1080/13676261.2014.933199,Juan Carlos Castillo,Daniel Miranda,Macarena Bonhomme,,"Cox, C.; Bascopé, M. ",Mitigating the political participation gap from the school: the roles of civic knowledge and classroom climate,Journal of Youth Studies,18,1,16-35,Inglés,"Castillo, J. C., Miranda, D., Bonhomme, M., Cox, C., & Bascopé, M. (2015). Mitigating the political participation gap from the school: The roles of civic knowledge and classroom climate. Journal of Youth Studies, 18(1), 16-35. Disponible con DOI: 10.1080/13676261.2014.933199",1,0,0,0,0,0,0,,,0,0,0,0,,"0,68","0,771","0,805","0,973","1,308",,"37/93 (Social Science, interdisciplinary)","40/93 (Social Science, interdisciplinary)","21/96 (Social Science, interdisciplinary)",,2,"1,332","1,474","1,589",,2,2,1,,"0,973",2,21,0,2014,,1
2014,2016,0,0,0,1,0,0,BOOK(CH),https://www.routledge.com/Routledge-International-Handbook-of-the-Sociology-of-Art-and-Culture/Hanquinet-Savage/p/book/9780415855112,María Luisa Méndez,,,,,Contesting the Highbrow and Lowbrow Distinction: How Latin American Scholars Engage in Cross-Cultural Debates,Routledge International Handbooks,,,409-419,Inglés,"Méndez, M. (2015). Contesting the Highbrow and Lowbrow Distinction: How Latin American Scholars Engage in Cross-Cultural Debates. En Hanquinet, L. & Savage, M. (Ed.), Handbook of the Sociology of Art and Culture (pp. 409-419). New York: Routledge.",0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2014,,0
2014,2016,0,0,1,0,0,1,WoS,10.1177/1354068813514865,Matías Bargsted,Nicolás Somma,,,,"Social cleavages and political dealignment in contemporary Chile, 1995-2009",Party Politics,22,1,105-124,Inglés,"Bargsted, M., & Somma, N. (2016). Social cleavages and political dealignment in contemporary Chile, 1995-2009. Party Politics, 22(1), 105-124. Disponible con DOI: 10.1177/1354068813514865",1,0,0,0,0,0,0,,,0,0,0,0,,"1,141","1,488","1,83","1,271",1.731,,27/157 Political Science,46/163 Political Science,42/165 Political Science,,-,"1,972","2,082",2.418,,1,2,2,,1.731,,15,0,2014,,0
2015,2014,0,0,1,0,0,0,BOOK(CH),http://www.tirant.com/mex/libro/el-derecho-humano-al-debido-proceso-zamir-andres-fajardo-morales-9788490533994,Javier Couso,,,,Alma Beltrán y Puga,Apuntes sobre el principio ne bis in idem,Tirant lo Blanch,,,,Español,"Couso, J. & Beltrán, A. (2014). Apuntes sobre el principio ne bis in idem. En C. Pérez (Ed.) El Derecho Humano al Debido Proceso. Sus dimensiones legal, constitucional y convencional (pp. 69-83). México: Tirant lo Blanch",0,0,1,0,0,0,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2015,,0
2015,2014,0,0,1,0,0,0,Scopus,DOI: http://doi.org/10.18352/erlacs.9794,,,,,Camila Jara,Democratic Legitimacy under Strain? Declining Political Support and Mass Demonstrations in Chile,European Review of Latin American and Caribbean Studies,97,,25-50,Inglés,"Jara, C. (2014). Democratic Legitimacy under Strain? Declining Political Support and Mass Demonstrations in Chile. ERLACS, (97), 25–50. ",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.145,2,28,,2015,,0
2015,2014,0,0,1,0,0,0,Latindex,doi:10.5354/0716-1077.2014.36134,Alfredo Joignant,,,,,El Capital Político Familiar: Ventajas de parentela y concentraciones de mercado en las elecciones generales chilenas de 2013,Política. Revista de Ciencia Política,52,2,13-48,Español,"Joignant, A. (2014). El Capital Político Familiar: Ventajas de parentela y concentraciones de mercado en las elecciones generales chilenas de 2013. Política, Revista de Ciencia Política, 52(2), pp. 13-48. doi:10.5354/0716-1077.2014.36134",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,36,,2015,,0
2015,2014,0,0,1,0,0,0,Latindex,doi:10.5354/0716-1077.2014.36138,Patricio Navia,,,,J. Soto Quezada,El desempeño de los delfines de los alcaldes salientes en la elección municipal de 2012,Política. Revista de Ciencia Política,52,2,93-125,Español,"Navia, P., & Soto Quezada, J. (2014). El desempeño de los delfines de los alcaldes salientes en la elección municipal de 2012. Política, Revista de Ciencia Política, 52(2), pp. 93-125. doi:10.5354/0716-1077.2014.36138 ",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,2015,,0
2015,2014,0,0,1,0,0,0,Latindex,doi:10.5354/0716-1077.2014.36133 ,Alfredo Joignant,,,,,Introducción: El extraño encanto de las élites,Política. Revista de Ciencia Política,52,2,7-11,Español,"Joignant, A. (2014). Introducción: El extraño encanto de las élites. Política, Revista de Ciencia Política, 52(2), pp.7-11. doi:10.5354/0716-1077.2014.36133 ",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2015,,0
2015,2014,0,1,0,0,0,0,BOOK(CH),http://www.uqbareditores.cl/ficha.php?id=538,Jorge Atria,,,,,"Introducción. Impuestos y Sociedad: conceptos, dilemas y tensiones. En ""Tributación en Sociedad: Impuestos y Redistribución en el Chile del Siglo XXI""","Uqbar (Santiago, Chile)",,,11-24,Español,"Atria, J. (2014). Introducción. Impuestos y Sociedad: Conceptos, dilemas y tensiones. En J. Atria (Ed.), Tributación en Sociedad: Impuestos y Redistribución en el Chile del Siglo XXI (pp. 11-24). Santiago, Chile: Uqbar Ediciones",0,0,1,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2015,,0
2015,2014,0,1,0,0,0,1,WoS,10.1177/0146167214549321,Paula Luengo,,,,"Alessandri, G.; Eisenberg, N.; Zuffiano, A.; Miloni, M.;Vecchione, M.; Caprara, G.V. ",Prosociality During the Transition from Late Adolescence to Young Adulthood: The Role of Effortful Control and Ego-Resiliency,Personality and Social Psychology Bulletin,40,11,1451-1465,Inglés,"Alessandri, G., Luengo, B. P., Eisenberg, N., Zuffiano, A., Milioni, M., Vecchione, M., & Caprara, G. V. (2014). Prosociality During the Transition From Late Adolescence to Young Adulthood: The Role of Effortful Control and Ego-Resiliency. Personality and Social Psychology Bulletin, 40(11), 1451-1465. Disponible con DOI: 10.1177/0146167214549321 ",1,0,0,0,0,0,1,,,0,0,0,0,,"2,383","2,515","2,909","2,56","2,504",,"7/61 (Psychology, Social)","10/62 (Psychology, Social)","12/62 (Psychology, Social)",,-,"3,628","3,79","3,712",,1,1,1,,"2,909",,16,0,2015,,1
2015,2014,0,1,0,0,0,0,BOOK(CH),http://www.uqbareditores.cl/ficha.php?id=538,Juan Carlos Castillo,,,,Francisco Olivos,"Redistribución e impuestos: un análisis desde la opinión pública. En ""Tributación en Sociedad: Impuestos y Redistribución en el Chile del Siglo XXI""","Uqbar (Santiago, Chile)",,,143-165,Español,"Castillo, J. C., & Olivos, F. (2014). Redistribución e impuestos: Un análisis desde la opinión pública. En J. Atria (Ed.), Tributación en Sociedad: Impuestos y Redistribución en el Chile del Siglo XXI (pp. 143-165). Santiago, Chile: Uqbar Ediciones",0,0,1,0,0,1,1,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2015,,0
2015,2014,0,1,0,0,0,1,WoS,10.1016/j.paid.2014.01.041,Paula Luengo,,,,"Zuffianò, A.; Alessandri, G.; Pastorelli, C.; Milioni, M.; Ceravolo, R.; Caprara, M.G.; Caprara, G.V",The relation between prosociality and self-esteem from middle-adolescence to young adulthood,Personality and Individual Differences,63,,24-29,Inglés,"Zuffianò, A., Alessandri, G., Luengo, B. P., Pastorelli, C., Milioni, M., Ceravolo, R., ... , Caprara, G. V. (2014). The relation between prosociality and self-esteem from middle-adolescence to young adulthood. Personality and Individual Differences, 63, 24-29. Disponible con DOI: 10.1016/j.paid.2014.01.041",1,0,0,0,0,0,1,,,0,0,0,0,,"1,807","1,861","1,951","1,946","2,005",,"16/61 (Psychology, Social)","21/62 (Psychology, Social)","20/62 (Psychology, Social)",,-,"2,308","2,417","2,4",,2,2,2,,"1,951",,19,0,2015,,1
2015,2014,0,1,0,0,0,1,WoS,10.1016/j.adolescence.2014.03.013,Paula Luengo,,,,"Pastorelli C.; Eisenberg, N.; Zuffianò, A.; Castellani, V.; Caprara, G.V.",Trajectories of prosocial behavior from adolescence to early adulthood: Associations with personality change,Journal of Adolescence,37,5,701-713,Inglés,"Luengo, B. P., Pastorelli, C., Eisenberg, N., Zuffianò, A., Castellani, V., & Caprara, G. V. (2014). Trajectories of prosocial behavior from adolescence to early adulthood: Associations with personality change. Journal of Adolescence, 37(5), 701-713. Disponible con DOI: 10.1016/j.adolescence.2014.03.013",1,0,0,0,0,0,1,,,0,0,0,0,,"1,882","1,638","1,957","2,007","1,795",,"34/65 (Psychology, Developmental); 162/726 (Psychiatry/Psychology)","25/69 (Psychology, Developmental); 135/742 (Psychiatry/Psychology)","36/70 (Psychology, Developmental)",,-,"2,288","2,704","2,84",,3,2,3,,1.957,2,23,0,2015,,1
2015,2014,0,1,0,0,0,0,BOOK,http://www.uqbareditores.cl/ficha.php?id=538,Jorge Atria,,,,,Tributación en Sociedad: impuestos y redistribución en el Chile del siglo XXI,"Uqbar (Santiago, Chile)",,,*,Español,"Atria, J. (2014). Tributación en sociedad: Impuestos y redistribución en el Chile del siglo XXI. Santiago, Chile: Uqbar Editores",0,1,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,1,,2015,,0
